,title,manyogana,kundoku,kana
28,[題詞]相聞_495,式嶋之  山跡之土丹  人多  満而雖有  藤浪乃  思纒  若草乃  思就西  君<目>二  戀八将明  長此夜乎 ,磯城島の  大和の国に  人さはに  満ちてあれども  藤波の  思ひまつはり  若草の  思ひつきにし  君が目に  恋ひや明かさむ  長きこの夜を ,",しきしまの,やまとのくにに,ひとさはに,みちてあれども,ふぢなみの,おもひまつはり,わかくさの,おもひつきにし,きみがめに,こひやあかさむ,ながきこのよを"
29,[題詞]反歌_512,式嶋乃  山跡乃土丹  人二  有年念者  難可将嗟,磯城島の大和の国に人ふたりありとし思はば何か嘆かむ,",しきしまの,やまとのくにに,ひとふたり,ありとしおもはば,なにかなげかむ"
30,[題詞]_529,蜻嶋  倭之國者  神柄跡  言擧不為國  雖然  吾者事上為  天地之  神<文>甚  吾念  心不知哉 徃影乃  月<文>經徃者  玉限  日<文>累  念戸鴨  胸不安 戀烈鴨  心痛  末逐尓  君丹不會者  吾命乃  生極 戀乍<文>  吾者将度  犬馬鏡  正目君乎  相見天者社 吾戀八鬼目 ,蜻蛉島  大和の国は  神からと  言挙げせぬ国  しかれども  我れは言挙げす  天地の  神もはなはだ  我が思ふ  心知らずや 行く影の  月も経ゆけば  玉かぎる  日も重なりて  思へかも  胸の苦しき 恋ふれかも  心の痛き  末つひに  君に逢はずは  我が命の  生けらむ極み 恋ひつつも  我れは渡らむ  まそ鏡  直目に君を  相見てばこそ 我が恋やまめ ,",あきづしま,やまとのくには,かむからと,ことあげせぬくに,しかれども,われはことあげす,あめつちの,かみもはなはだ,わがおもふ,こころしらずや,ゆくかげの,つきもへゆけば,たまかぎる,ひもかさなりて,おもへかも,むねのくるしき,こふれかも,こころのいたき,すゑつひに,きみにあはずは,わがいのちの,いけらむきはみ,こひつつも,われはわたらむ,まそかがみ,ただめにきみを,あひみてばこそ,あがこひやまめ"
31,[題詞]反歌_546,大舟能  思憑  君故尓  盡心者  惜雲梨,大船の思ひ頼める君ゆゑに尽す心は惜しけくもなし,",おほぶねの,おもひたのめる,きみゆゑに,つくすこころは,をしけくもなし"
32,[題詞]_563,久堅之  王都乎置而  草枕  羈徃君乎  何時可将待,ひさかたの都を置きて草枕旅行く君をいつとか待たむ,",ひさかたの,みやこをおきて,くさまくら,たびゆくきみを,いつとかまたむ"
33,[題詞]柿本朝臣人麻呂歌集歌曰_580,葦原  水穂國者  神在随  事擧不為國  雖然  辞擧叙吾為  言幸  真福座跡  恙無  福座者  荒礒浪  有毛見登  百重波  千重浪尓敷  言上為吾  <[言上為吾]>,葦原の  瑞穂の国は  神ながら  言挙げせぬ国  しかれども  言挙げぞ我がする  言幸く  ま幸くませと  障みなく  幸くいまさば 荒礒波  ありても見むと  百重波  千重波しきに  言挙げす我れは  <[言挙げす我れは]>,",あしはらの,みづほのくには,かむながら,ことあげせぬくに,しかれども,ことあげぞわがする,ことさきく,まさきくませと,つつみなく,さきくいまさば,ありそなみ,ありてもみむと,ももへなみ,ちへなみしきに,ことあげすわれは  [ことあげすわれは]"
34,[題詞]反歌_597,志貴嶋  倭國者  事霊之  所佐國叙  真福在与具,磯城島の大和の国は言霊の助くる国ぞま幸くありこそ,",しきしまの,やまとのくには,ことだまの,たすくるくにぞ,まさきくありこそ"
35,[題詞]_614,従古  言續来口  戀為者  不安物登  玉緒之  継而者雖云  處女等之  心乎胡粉  其将知  因之無者 夏麻引  命<方>貯  借薦之  心文小竹荷  人不知  本名曽戀流 氣之緒丹四天 ,古ゆ  言ひ継ぎけらく  恋すれば  苦しきものと  玉の緒の  継ぎては言へど  娘子らが  心を知らに  そを知らむ  よしのなければ 夏麻引く  命かたまけ  刈り薦の  心もしのに  人知れず  もとなぞ恋ふる 息の緒にして ,",いにしへゆ,いひつぎけらく,こひすれば,くるしきものと,たまのをの,つぎてはいへど,をとめらが,こころをしらに,そをしらむ,よしのなければ,なつそびく,いのちかたまけ,かりこもの,こころもしのに,ひとしれず,もとなぞこふる,いきのをにして"
36,[題詞]反歌_631,數々丹  不思人ｚ  雖有  ま<文>吾者  忘枝沼鴨,しくしくに思はず人はあるらめどしましくも我は忘らえぬかも,",しくしくに,おもはずひとは,あるらめど,しましくもわは,わすらえぬかも"
37,[題詞]_648,直不来  自此巨勢道柄  石椅跡  名積序吾来  戀天窮見,直に来ずこゆ巨勢道から岩せ踏みなづみぞ我が来し恋ひてすべなみ,",ただにこず,こゆこせぢから,いはせふみ,なづみぞわがこし,こひてすべなみ"
38,[題詞]或本以此歌一首為之_665,紀伊國之  濱尓縁云  鰒珠  拾尓登謂而  徃之君 何時到来 ,紀の国の  浜に寄るとふ  あわび玉  拾ひにと言ひて  行きし君 いつ来まさむ ,",きのくにの,はまによるとふ,あはびたま,ひりひにといひて,ゆきしきみ,いつきまさむ"
39,[題詞]_682,荒玉之  年者来去而  玉梓之  使之不来者  霞立  長春日乎  天地丹  思足椅  帶乳根笶  母之養蚕之  眉隠  氣衝渡 吾戀  心中<少>  人丹言  物西不有者  松根 松事遠  天傳  日之闇者  白木綿之  吾衣袖裳 通手沾沼 ,あらたまの  年は来ゆきて  玉梓の  使の来ねば  霞立つ  長き春日を  天地に  思ひ足らはし  たらちねの  母が飼ふ蚕の  繭隠り  息づきわたり 我が恋ふる  心のうちを  人に言ふ  ものにしあらねば  松が根の 待つこと遠み  天伝ふ  日の暮れぬれば  白栲の  我が衣手も 通りて濡れぬ ,",あらたまの,としはきゆきて,たまづさの,つかひのこねば,かすみたつ,ながきはるひを,あめつちに,おもひたらはし,たらちねの,ははがかふこの,まよごもり,いきづきわたり,あがこふる,こころのうちを,ひとにいふ,ものにしあらねば,まつがねの,まつこととほみ,あまつたふ,ひのくれぬれば,しろたへの,わがころもでも,とほりてぬれぬ"
40,[題詞]反歌_699,如是耳師  相不思有者  天雲之  外衣君者  可有々来,かくのみし相思はずあらば天雲の外にぞ君はあるべくありける,",かくのみし,あひおもはずあらば,あまくもの,よそにぞきみは,あるべくありける"
41,[題詞]_716,小<治>田之  年魚道之水乎  問無曽  人者は云  時自久曽  人者飲云  は人之  無間之如  飲人之  不時之如 吾妹子尓  吾戀良久波  已時毛無 ,小治田の  年魚道の水を  間なくぞ  人は汲むといふ  時じくぞ  人は飲むといふ  汲む人の  間なきがごと  飲む人の  時じきがごと 我妹子に  我が恋ふらくは   やむ時もなし ,",をはりだの,あゆぢのみづを,まなくぞ,ひとはくむといふ,ときじくぞ,ひとはのむといふ,くむひとの,まなきがごと,のむひとの,ときじきがごと,わぎもこに,あがこふらくは,やむときもなし"
42,[題詞]反歌_733,思遣  為便乃田付毛  今者無  於君不相而  <年>之歴去者,思ひ遣るすべのたづきも今はなし君に逢はずて年の経ぬれば,",おもひやる,すべのたづきも,いまはなし,きみにあはずて,としのへぬれば"
43,[題詞]（反歌）今案  此反歌謂之於君不相者於理不合也_750,妹不相,妹に会わず,",いもにあはず"
44,[題詞]或本反歌曰_767,ゐ垣  久時従  戀為者  吾帶緩  朝夕毎,瑞垣の久しき時ゆ恋すれば我が帯緩ふ朝宵ごとに,",みづかきの,ひさしきときゆ,こひすれば,わがおびゆるふ,あさよひごとに"
45,[題詞]_784,己母理久乃  泊瀬之河之  上瀬尓  伊杭乎打  下湍尓  真杭乎挌  伊杭尓波  鏡乎懸  真杭尓波  真玉乎懸  真珠奈須  我念妹毛 鏡成  我念妹毛  有跡謂者社  國尓毛  家尓毛由可米 誰故可将行 ,こもりくの  泊瀬の川の  上つ瀬に  斎杭を打ち  下つ瀬に  真杭を打ち  斎杭には  鏡を懸け  真杭には  真玉を懸け  真玉なす  我が思ふ妹も 鏡なす  我が思ふ妹も ありといはばこそ  国にも  家にも行かめ 誰がゆゑか行かむ ,",こもりくの,はつせのかはの,かみつせに,いくひをうち,しもつせに,まくひをうち,いくひには,かがみをかけ,まくひには,またまをかけ,またまなす,あがおもふいもも,かがみなす,あがおもふいもも,ありといはばこそ,くににも,いへにもゆかめ,たがゆゑかゆかむ"
46,[題詞]反歌_801,年渡  麻弖尓毛人者  有云乎  何時之間曽母  吾戀尓来,年渡るまでにも人はありといふをいつの間にぞも我が恋ひにける,",としわたる,までにもひとは,ありといふを,いつのまにぞも,あがこひにける"
47,[題詞]或書反歌曰_818,世間乎  倦迹思而  家出為  吾哉難二加  還而将成,世の中を憂しと思ひて家出せし我れや何にか還りてならむ,",よのなかを,うしとおもひて,いへでせし,われやなににか,かへりてならむ"
48,[題詞]_835,春去者  花咲乎呼里  秋付者  丹之穂尓黄色  味酒乎  神名火山之  帶丹為留  明日香之河乃  速瀬尓  生玉藻之  打靡  情者因而 朝露之  消者可消  戀久毛  知久毛相  隠都麻鴨 ,春されば  花咲ををり  秋づけば  丹のほにもみつ  味酒を  神奈備山の  帯にせる  明日香の川の  早き瀬に  生ふる玉藻の  うち靡き  心は寄りて 朝露の  消なば消ぬべく  恋ひしくも  しるくも逢へる  隠り妻かも ,",はるされば,はなさきををり,あきづけば,にのほにもみつ,うまさけを,かむなびやまの,おびにせる,あすかのかはの,はやきせに,おふるたまもの,うちなびき,こころはよりて,あさつゆの,けなばけぬべく,こひしくも,しるくもあへる,こもりづまかも"
49,[題詞]反歌_852,明日香河  瀬湍之珠藻之  打靡  情者妹尓  <因>来鴨,明日香川瀬々の玉藻のうち靡き心は妹に寄りにけるかも,",あすかがは,せぜのたまもの,うちなびき,こころはいもに,よりにけるかも"
50,[題詞]_869,三諸之  神奈備山従  登能陰  雨者落来奴  雨霧相  風左倍吹奴  大口乃  真神之原従  思管  還尓之人  家尓到伎也 ,みもろの  神奈備山ゆ  との曇り  雨は降り来ぬ  天霧らひ  風さへ吹きぬ  大口の  真神の原ゆ  思ひつつ  帰りにし人  家に至りきや ,",みもろの,かむなびやまゆ,とのぐもり,あめはふりきぬ,あまぎらひ,かぜさへふきぬ,おほくちの,まかみのはらゆ,おもひつつ,かへりにしひと,いへにいたりきや"
51,[題詞]反歌_886,還尓之  人乎念等  野干玉之  彼夜者吾毛  宿毛寐金<手>寸,帰りにし人を思ふとぬばたまのその夜は我れも寐も寝かねてき,",かへりにし,ひとをおもふと,ぬばたまの,そのよはわれも,いもねかねてき"
52,[題詞]_903,刺将焼  小屋之四忌屋尓  掻将棄  破薦乎敷而  所<挌>将折  鬼之四忌手乎  指易而  将宿君故  赤根刺  晝者終尓 野干玉之  夜者須柄尓  此床乃  比師跡鳴左右  嘆鶴鴨 ,さし焼かむ  小屋の醜屋に  かき棄てむ  破れ薦を敷きて  打ち折らむ  醜の醜手を  さし交へて  寝らむ君ゆゑ  あかねさす  昼はしみらに ぬばたまの  夜はすがらに  この床の  ひしと鳴るまで  嘆きつるかも ,",さしやかむ,こやのしこやに,かきうてむ,やれごもをしきて,うちをらむ,しこのしこてを,さしかへて,ぬらむきみゆゑ,あかねさす,ひるはしみらに,ぬばたまの,よるはすがらに,このとこの,ひしとなるまで,なげきつるかも"
53,[題詞]反歌_920,我情  焼毛吾有  愛八師  君尓戀毛  我之心柄,我が心焼くも我れなりはしきやし君に恋ふるも我が心から,",わがこころ,やくもわれなり,はしきやし,きみにこふるも,わがこころから"
54,[題詞]_937,打延而  思之小野者  不遠  其里人之  標結等  聞手師日従  立良久乃  田付毛不知  居久乃  於久鴨不知 親<之>  己<之>家尚乎  草枕  客宿之如久  思空  不安物乎 嗟空  過之不得物乎  天雲之  行莫々  蘆垣乃 思乱而  乱麻乃  麻笥乎無登  吾戀流  千重乃一重母 人不令知  本名也戀牟  氣之緒尓為而 ,うちはへて  思ひし小野は  遠からぬ  その里人の  標結ふと  聞きてし日より  立てらくの  たづきも知らず  居らくの  奥処も知らず にきびにし  我が家すらを  草枕  旅寝のごとく  思ふそら  苦しきものを 嘆くそら  過ぐしえぬものを  天雲の  ゆくらゆくらに  葦垣の 思ひ乱れて  乱れ麻の  をけをなみと  我が恋ふる  千重の一重も 人知れず  もとなや恋ひむ  息の緒にして ,",うちはへて,おもひしをのは,とほからぬ,そのさとびとの,しめゆふと,ききてしひより,たてらくの,たづきもしらず,をらくの,おくかもしらず,にきびにし,わがいへすらを,くさまくら,たびねのごとく,おもふそら,くるしきものを,なげくそら,すぐしえぬものを,あまくもの,ゆくらゆくらに,あしかきの,おもひみだれて,みだれをの,をけをなみと,あがこふる,ちへのひとへも,ひとしれず,もとなやこひむ,いきのをにして"
